Task ID,Status,Category
208,fail,Background Textures
209,success,Background Textures
207,success,Background Textures
210,fail,Background Textures
212,fail,Background Textures
211,success,Background Textures
213,fail,Background Textures
214,success,Background Textures
216,fail,Background Textures
219,fail,Background Textures
217,fail,Background Textures
218,fail,Background Textures
220,success,Background Textures
223,fail,Background Textures
221,fail,Background Textures
222,fail,Background Textures
224,success,Background Textures
227,fail,Background Textures
228,fail,Background Textures
225,fail,Background Textures
226,fail,Background Textures
231,success,Background Textures
232,success,Background Textures
229,success,Background Textures
235,success,Background Textures
230,success,Background Textures
233,success,Background Textures
236,fail,Background Textures
239,success,Background Textures
234,success,Background Textures
237,success,Background Textures
243,success,Background Textures
240,success,Background Textures
241,success,Background Textures
238,success,Background Textures
247,success,Background Textures
244,success,Background Textures
245,success,Background Textures
242,success,Background Textures
251,success,Background Textures
248,fail,Background Textures
255,success,Background Textures
249,fail,Background Textures
246,fail,Background Textures
252,success,Background Textures
259,success,Background Textures
253,success,Background Textures
250,success,Background Textures
256,success,Background Textures
263,success,Background Textures
257,success,Background Textures
254,success,Background Textures
260,success,Background Textures
267,success,Background Textures
261,success,Background Textures
258,success,Background Textures
264,success,Background Textures
265,success,Background Textures
275,success,Background Textures
262,success,Background Textures
268,success,Background Textures
269,success,Background Textures
279,success,Background Textures
266,success,Background Textures
272,success,Background Textures
273,success,Background Textures
270,success,Background Textures
276,success,Background Textures
283,fail,Robot Initial States
274,success,Background Textures
280,success,Background Textures
281,fail,Robot Initial States
284,success,Robot Initial States
287,fail,Robot Initial States
285,success,Robot Initial States
282,fail,Robot Initial States
288,fail,Robot Initial States
291,success,Robot Initial States
289,success,Robot Initial States
286,fail,Robot Initial States
292,fail,Robot Initial States
293,success,Robot Initial States
295,fail,Robot Initial States
290,fail,Robot Initial States
299,success,Robot Initial States
296,fail,Robot Initial States
297,fail,Robot Initial States
300,success,Robot Initial States
294,fail,Robot Initial States
303,fail,Robot Initial States
305,fail,Robot Initial States
304,fail,Robot Initial States
298,fail,Robot Initial States
307,fail,Robot Initial States
309,fail,Robot Initial States
302,fail,Robot Initial States
308,fail,Robot Initial States
311,fail,Robot Initial States
313,fail,Robot Initial States
312,fail,Robot Initial States
306,fail,Robot Initial States
315,fail,Robot Initial States
317,fail,Robot Initial States
316,fail,Robot Initial States
319,fail,Robot Initial States
310,fail,Robot Initial States
321,fail,Robot Initial States
324,success,Robot Initial States
325,success,Robot Initial States
314,fail,Robot Initial States
328,success,Robot Initial States
323,fail,Robot Initial States
329,success,Robot Initial States
332,success,Robot Initial States
327,success,Robot Initial States
318,fail,Robot Initial States
336,success,Robot Initial States
333,success,Robot Initial States
331,success,Robot Initial States
340,success,Robot Initial States
337,success,Robot Initial States
335,success,Robot Initial States
322,fail,Robot Initial States
341,success,Robot Initial States
344,success,Robot Initial States
339,success,Robot Initial States
326,success,Robot Initial States
345,success,Robot Initial States
330,success,Robot Initial States
348,fail,Robot Initial States
343,fail,Robot Initial States
349,fail,Robot Initial States
334,success,Robot Initial States
352,success,Robot Initial States
347,success,Robot Initial States
338,success,Robot Initial States
356,success,Robot Initial States
351,success,Robot Initial States
353,fail,Robot Initial States
360,success,Robot Initial States
355,success,Robot Initial States
342,fail,Robot Initial States
364,success,Robot Initial States
357,fail,Robot Initial States
359,success,Robot Initial States
346,fail,Robot Initial States
361,success,Robot Initial States
368,fail,Robot Initial States
363,fail,Robot Initial States
350,success,Robot Initial States
365,fail,Robot Initial States
372,fail,Robot Initial States
367,success,Robot Initial States
354,success,Robot Initial States
376,success,Robot Initial States
358,success,Robot Initial States
369,fail,Robot Initial States
380,success,Robot Initial States
371,fail,Robot Initial States
362,success,Robot Initial States
373,fail,Robot Initial States
384,fail,Robot Initial States
375,fail,Robot Initial States
366,fail,Robot Initial States
377,fail,Robot Initial States
388,success,Robot Initial States
379,fail,Robot Initial States
392,success,Robot Initial States
370,fail,Robot Initial States
381,fail,Robot Initial States
383,success,Robot Initial States
396,success,Robot Initial States
374,fail,Robot Initial States
400,success,Robot Initial States
387,fail,Robot Initial States
385,fail,Robot Initial States
378,fail,Robot Initial States
404,fail,Robot Initial States
391,fail,Robot Initial States
389,fail,Robot Initial States
382,fail,Robot Initial States
408,fail,Robot Initial States
393,fail,Robot Initial States
395,fail,Robot Initial States
386,fail,Robot Initial States
412,fail,Robot Initial States
399,fail,Robot Initial States
397,fail,Robot Initial States
390,fail,Robot Initial States
416,fail,Robot Initial States
403,success,Robot Initial States
401,fail,Robot Initial States
394,fail,Robot Initial States
420,fail,Robot Initial States
407,success,Robot Initial States
405,fail,Robot Initial States
398,success,Robot Initial States
411,fail,Robot Initial States
409,success,Robot Initial States
424,fail,Robot Initial States
402,fail,Robot Initial States
413,success,Robot Initial States
415,fail,Robot Initial States
428,fail,Robot Initial States
406,fail,Robot Initial States
432,success,Robot Initial States
419,fail,Robot Initial States
417,fail,Robot Initial States
410,fail,Robot Initial States
421,success,Robot Initial States
423,fail,Robot Initial States
436,fail,Robot Initial States
414,fail,Robot Initial States
425,fail,Robot Initial States
427,fail,Robot Initial States
440,fail,Robot Initial States
418,fail,Robot Initial States
429,fail,Robot Initial States
431,fail,Robot Initial States
444,fail,Robot Initial States
422,fail,Robot Initial States
448,success,Robot Initial States
433,fail,Robot Initial States
435,success,Robot Initial States
452,success,Robot Initial States
426,success,Robot Initial States
439,fail,Robot Initial States
437,fail,Robot Initial States
456,success,Robot Initial States
430,fail,Robot Initial States
460,success,Robot Initial States
441,fail,Robot Initial States
443,fail,Robot Initial States
434,fail,Robot Initial States
464,success,Robot Initial States
445,fail,Robot Initial States
447,fail,Robot Initial States
468,success,Robot Initial States
438,fail,Robot Initial States
451,success,Robot Initial States
472,success,Robot Initial States
449,fail,Robot Initial States
455,success,Robot Initial States
442,fail,Robot Initial States
453,success,Robot Initial States
476,success,Robot Initial States
459,success,Robot Initial States
457,success,Robot Initial States
446,fail,Robot Initial States
463,success,Robot Initial States
480,fail,Robot Initial States
450,success,Robot Initial States
461,success,Robot Initial States
467,fail,Robot Initial States
484,fail,Robot Initial States
454,success,Robot Initial States
465,success,Robot Initial States
488,success,Robot Initial States
471,fail,Robot Initial States
458,fail,Robot Initial States
492,success,Robot Initial States
469,fail,Robot Initial States
475,success,Robot Initial States
462,success,Robot Initial States
473,success,Robot Initial States
496,success,Robot Initial States
479,success,Robot Initial States
477,success,Robot Initial States
466,fail,Robot Initial States
500,fail,Robot Initial States
483,fail,Robot Initial States
470,success,Robot Initial States
481,success,Robot Initial States
504,success,Robot Initial States
474,success,Robot Initial States
485,success,Robot Initial States
487,fail,Robot Initial States
508,fail,Robot Initial States
491,success,Robot Initial States
489,fail,Robot Initial States
478,fail,Robot Initial States
512,fail,Robot Initial States
495,success,Robot Initial States
493,success,Robot Initial States
482,success,Robot Initial States
516,success,Robot Initial States
499,fail,Robot Initial States
497,fail,Robot Initial States
486,success,Robot Initial States
520,success,Robot Initial States
501,success,Robot Initial States
490,success,Robot Initial States
503,success,Robot Initial States
524,success,Robot Initial States
505,success,Robot Initial States
494,success,Robot Initial States
507,fail,Robot Initial States
528,fail,Robot Initial States
509,success,Robot Initial States
498,success,Robot Initial States
532,success,Robot Initial States
511,fail,Robot Initial States
513,fail,Robot Initial States
502,fail,Robot Initial States
536,success,Robot Initial States
515,success,Robot Initial States
506,fail,Robot Initial States
517,fail,Robot Initial States
540,fail,Robot Initial States
519,fail,Robot Initial States
510,success,Robot Initial States
523,fail,Robot Initial States
544,fail,Robot Initial States
521,fail,Robot Initial States
548,success,Robot Initial States
514,fail,Robot Initial States
527,fail,Robot Initial States
525,fail,Robot Initial States
552,success,Robot Initial States
518,fail,Robot Initial States
531,success,Robot Initial States
529,success,Robot Initial States
556,success,Robot Initial States
535,success,Robot Initial States
522,fail,Robot Initial States
533,fail,Robot Initial States
539,success,Robot Initial States
560,fail,Robot Initial States
537,success,Robot Initial States
526,fail,Robot Initial States
543,fail,Robot Initial States
541,success,Robot Initial States
564,success,Robot Initial States
530,success,Robot Initial States
547,success,Robot Initial States
545,success,Robot Initial States
568,success,Robot Initial States
534,success,Robot Initial States
551,success,Robot Initial States
549,success,Robot Initial States
538,success,Robot Initial States
572,fail,Robot Initial States
555,success,Robot Initial States
542,success,Robot Initial States
553,fail,Robot Initial States
559,success,Robot Initial States
546,success,Robot Initial States
576,fail,Robot Initial States
557,success,Robot Initial States
550,success,Robot Initial States
584,success,Robot Initial States
563,fail,Robot Initial States
561,success,Robot Initial States
554,success,Robot Initial States
588,success,Robot Initial States
565,success,Robot Initial States
558,success,Robot Initial States
567,fail,Robot Initial States
571,success,Robot Initial States
581,success,Robot Initial States
624,success,Robot Initial States
590,fail,Robot Initial States
593,fail,Robot Initial States
628,success,Robot Initial States
659,fail,Robot Initial States
594,success,Robot Initial States
632,success,Robot Initial States
598,success,Robot Initial States
601,fail,Robot Initial States
636,success,Robot Initial States
663,success,Robot Initial States
602,success,Robot Initial States
605,success,Robot Initial States
606,success,Robot Initial States
640,success,Robot Initial States
609,success,Robot Initial States
667,fail,Robot Initial States
644,success,Robot Initial States
610,fail,Robot Initial States
613,fail,Robot Initial States
614,success,Robot Initial States
671,fail,Robot Initial States
617,success,Robot Initial States
648,fail,Robot Initial States
618,success,Robot Initial States
621,success,Robot Initial States
652,success,Robot Initial States
675,fail,Robot Initial States
622,success,Robot Initial States
625,success,Robot Initial States
656,success,Robot Initial States
626,success,Robot Initial States
679,fail,Robot Initial States
629,success,Robot Initial States
630,success,Robot Initial States
633,success,Robot Initial States
660,fail,Robot Initial States
683,fail,Robot Initial States
664,success,Robot Initial States
634,fail,Robot Initial States
637,fail,Robot Initial States
691,success,Camera Viewpoints
638,success,Robot Initial States
641,success,Robot Initial States
668,fail,Robot Initial States
642,success,Robot Initial States
645,success,Robot Initial States
695,fail,Camera Viewpoints
649,success,Robot Initial States
672,fail,Robot Initial States
646,fail,Robot Initial States
653,success,Robot Initial States
699,fail,Camera Viewpoints
676,fail,Robot Initial States
650,success,Robot Initial States
657,fail,Robot Initial States
703,fail,Camera Viewpoints
654,success,Robot Initial States
680,fail,Robot Initial States
707,success,Camera Viewpoints
661,fail,Robot Initial States
658,fail,Robot Initial States
684,fail,Robot Initial States
711,success,Camera Viewpoints
665,success,Robot Initial States
662,success,Robot Initial States
715,success,Camera Viewpoints
669,success,Robot Initial States
688,fail,Robot Initial States
719,success,Camera Viewpoints
666,fail,Robot Initial States
723,success,Camera Viewpoints
692,success,Camera Viewpoints
727,success,Camera Viewpoints
681,fail,Robot Initial States
696,success,Camera Viewpoints
678,success,Robot Initial States
731,success,Camera Viewpoints
700,success,Camera Viewpoints
735,success,Camera Viewpoints
690,success,Camera Viewpoints
685,fail,Robot Initial States
739,success,Camera Viewpoints
704,success,Camera Viewpoints
689,success,Robot Initial States
694,fail,Camera Viewpoints
708,success,Camera Viewpoints
743,fail,Camera Viewpoints
693,success,Camera Viewpoints
712,success,Camera Viewpoints
747,success,Camera Viewpoints
702,success,Camera Viewpoints
716,success,Camera Viewpoints
697,success,Camera Viewpoints
751,success,Camera Viewpoints
706,success,Camera Viewpoints
720,success,Camera Viewpoints
755,success,Camera Viewpoints
701,fail,Camera Viewpoints
724,success,Camera Viewpoints
710,success,Camera Viewpoints
759,success,Camera Viewpoints
728,success,Camera Viewpoints
714,success,Camera Viewpoints
705,success,Camera Viewpoints
763,success,Camera Viewpoints
732,success,Camera Viewpoints
718,success,Camera Viewpoints
767,success,Camera Viewpoints
713,success,Camera Viewpoints
736,success,Camera Viewpoints
771,success,Camera Viewpoints
722,success,Camera Viewpoints
717,success,Camera Viewpoints
740,success,Camera Viewpoints
775,success,Camera Viewpoints
726,success,Camera Viewpoints
721,success,Camera Viewpoints
744,success,Camera Viewpoints
779,success,Camera Viewpoints
748,success,Camera Viewpoints
725,success,Camera Viewpoints
730,success,Camera Viewpoints
752,success,Camera Viewpoints
783,fail,Camera Viewpoints
734,success,Camera Viewpoints
729,success,Camera Viewpoints
756,success,Camera Viewpoints
738,success,Camera Viewpoints
787,fail,Camera Viewpoints
733,success,Camera Viewpoints
742,success,Camera Viewpoints
737,success,Camera Viewpoints
791,success,Camera Viewpoints
741,success,Camera Viewpoints
760,fail,Camera Viewpoints
746,fail,Camera Viewpoints
795,success,Camera Viewpoints
745,success,Camera Viewpoints
750,success,Camera Viewpoints
764,success,Camera Viewpoints
754,success,Camera Viewpoints
799,success,Camera Viewpoints
768,fail,Camera Viewpoints
758,success,Camera Viewpoints
749,fail,Camera Viewpoints
803,success,Camera Viewpoints
772,success,Camera Viewpoints
762,fail,Camera Viewpoints
753,fail,Camera Viewpoints
807,fail,Camera Viewpoints
757,success,Camera Viewpoints
766,success,Camera Viewpoints
776,fail,Camera Viewpoints
761,success,Camera Viewpoints
811,success,Camera Viewpoints
770,success,Camera Viewpoints
780,fail,Camera Viewpoints
815,fail,Camera Viewpoints
774,success,Camera Viewpoints
765,fail,Camera Viewpoints
819,success,Camera Viewpoints
784,fail,Camera Viewpoints
769,success,Camera Viewpoints
778,success,Camera Viewpoints
773,success,Camera Viewpoints
823,fail,Camera Viewpoints
788,fail,Camera Viewpoints
782,fail,Camera Viewpoints
792,success,Camera Viewpoints
827,fail,Camera Viewpoints
831,success,Camera Viewpoints
777,fail,Camera Viewpoints
796,success,Camera Viewpoints
786,fail,Camera Viewpoints
835,success,Camera Viewpoints
781,success,Camera Viewpoints
800,success,Camera Viewpoints
839,success,Camera Viewpoints
790,fail,Camera Viewpoints
785,fail,Camera Viewpoints
804,fail,Camera Viewpoints
843,fail,Camera Viewpoints
789,success,Camera Viewpoints
794,fail,Camera Viewpoints
808,fail,Camera Viewpoints
847,success,Camera Viewpoints
798,success,Camera Viewpoints
793,fail,Camera Viewpoints
851,success,Camera Viewpoints
812,fail,Camera Viewpoints
855,success,Camera Viewpoints
802,fail,Camera Viewpoints
797,success,Camera Viewpoints
859,success,Camera Viewpoints
816,fail,Camera Viewpoints
806,fail,Camera Viewpoints
801,fail,Camera Viewpoints
863,success,Camera Viewpoints
820,fail,Camera Viewpoints
867,success,Camera Viewpoints
805,fail,Camera Viewpoints
810,fail,Camera Viewpoints
871,success,Camera Viewpoints
824,fail,Camera Viewpoints
809,success,Camera Viewpoints
875,success,Camera Viewpoints
814,fail,Camera Viewpoints
828,fail,Camera Viewpoints
813,fail,Camera Viewpoints
879,fail,Camera Viewpoints
832,success,Camera Viewpoints
818,fail,Camera Viewpoints
836,success,Camera Viewpoints
883,fail,Camera Viewpoints
817,fail,Camera Viewpoints
840,success,Camera Viewpoints
822,fail,Camera Viewpoints
887,fail,Camera Viewpoints
821,fail,Camera Viewpoints
844,fail,Camera Viewpoints
826,fail,Camera Viewpoints
891,fail,Camera Viewpoints
825,fail,Camera Viewpoints
848,success,Camera Viewpoints
852,success,Camera Viewpoints
830,fail,Camera Viewpoints
895,fail,Camera Viewpoints
829,fail,Camera Viewpoints
834,success,Camera Viewpoints
856,success,Camera Viewpoints
833,success,Camera Viewpoints
899,fail,Camera Viewpoints
838,success,Camera Viewpoints
837,success,Camera Viewpoints
860,success,Camera Viewpoints
842,success,Camera Viewpoints
841,success,Camera Viewpoints
903,fail,Camera Viewpoints
846,success,Camera Viewpoints
864,success,Camera Viewpoints
845,fail,Camera Viewpoints
850,success,Camera Viewpoints
907,fail,Camera Viewpoints
868,success,Camera Viewpoints
849,success,Camera Viewpoints
854,success,Camera Viewpoints
911,fail,Camera Viewpoints
853,success,Camera Viewpoints
872,fail,Camera Viewpoints
857,success,Camera Viewpoints
858,fail,Camera Viewpoints
915,fail,Camera Viewpoints
876,fail,Camera Viewpoints
861,success,Camera Viewpoints
880,success,Camera Viewpoints
919,fail,Camera Viewpoints
865,success,Camera Viewpoints
862,fail,Camera Viewpoints
869,success,Camera Viewpoints
884,fail,Camera Viewpoints
866,success,Camera Viewpoints
923,fail,Camera Viewpoints
870,success,Camera Viewpoints
888,fail,Camera Viewpoints
873,fail,Camera Viewpoints
927,fail,Camera Viewpoints
874,success,Camera Viewpoints
877,success,Camera Viewpoints
892,fail,Camera Viewpoints
931,fail,Camera Viewpoints
878,success,Camera Viewpoints
881,fail,Camera Viewpoints
935,success,Camera Viewpoints
896,fail,Camera Viewpoints
882,fail,Camera Viewpoints
939,success,Camera Viewpoints
885,fail,Camera Viewpoints
900,fail,Camera Viewpoints
943,success,Camera Viewpoints
886,fail,Camera Viewpoints
947,success,Camera Viewpoints
889,fail,Camera Viewpoints
904,fail,Camera Viewpoints
890,fail,Camera Viewpoints
951,success,Camera Viewpoints
893,success,Camera Viewpoints
908,fail,Camera Viewpoints
894,fail,Camera Viewpoints
955,fail,Camera Viewpoints
897,fail,Camera Viewpoints
959,success,Camera Viewpoints
912,fail,Camera Viewpoints
898,fail,Camera Viewpoints
901,fail,Camera Viewpoints
963,fail,Camera Viewpoints
916,fail,Camera Viewpoints
902,fail,Camera Viewpoints
905,fail,Camera Viewpoints
967,fail,Camera Viewpoints
920,fail,Camera Viewpoints
906,fail,Camera Viewpoints
909,fail,Camera Viewpoints
971,fail,Camera Viewpoints
924,fail,Camera Viewpoints
910,fail,Camera Viewpoints
913,fail,Camera Viewpoints
975,success,Camera Viewpoints
983,success,Camera Viewpoints
928,fail,Camera Viewpoints
914,fail,Camera Viewpoints
917,fail,Camera Viewpoints
932,success,Camera Viewpoints
987,success,Camera Viewpoints
918,fail,Camera Viewpoints
991,success,Camera Viewpoints
921,fail,Camera Viewpoints
936,fail,Camera Viewpoints
995,success,Camera Viewpoints
940,success,Camera Viewpoints
922,fail,Camera Viewpoints
925,fail,Camera Viewpoints
999,success,Camera Viewpoints
944,success,Camera Viewpoints
1003,success,Camera Viewpoints
926,fail,Camera Viewpoints
929,fail,Camera Viewpoints
948,success,Camera Viewpoints
930,success,Camera Viewpoints
1007,fail,Camera Viewpoints
933,success,Camera Viewpoints
937,success,Camera Viewpoints
952,fail,Camera Viewpoints
934,success,Camera Viewpoints
941,success,Camera Viewpoints
1011,fail,Camera Viewpoints
956,success,Camera Viewpoints
938,success,Camera Viewpoints
945,success,Camera Viewpoints
1015,success,Camera Viewpoints
960,success,Camera Viewpoints
942,success,Camera Viewpoints
949,success,Camera Viewpoints
1019,success,Camera Viewpoints
964,success,Camera Viewpoints
946,success,Camera Viewpoints
1023,success,Camera Viewpoints
968,success,Camera Viewpoints
953,fail,Camera Viewpoints
1027,success,Camera Viewpoints
972,success,Camera Viewpoints
1031,success,Camera Viewpoints
950,fail,Camera Viewpoints
1035,success,Camera Viewpoints
976,success,Camera Viewpoints
957,fail,Camera Viewpoints
954,success,Camera Viewpoints
1039,success,Camera Viewpoints
980,success,Camera Viewpoints
958,success,Camera Viewpoints
1043,success,Camera Viewpoints
984,success,Camera Viewpoints
961,fail,Camera Viewpoints
962,success,Camera Viewpoints
988,success,Camera Viewpoints
1047,success,Camera Viewpoints
966,success,Camera Viewpoints
1051,success,Camera Viewpoints
965,fail,Camera Viewpoints
992,success,Camera Viewpoints
970,success,Camera Viewpoints
1055,success,Camera Viewpoints
969,success,Camera Viewpoints
973,success,Camera Viewpoints
996,success,Camera Viewpoints
974,fail,Camera Viewpoints
1059,fail,Camera Viewpoints
977,success,Camera Viewpoints
981,success,Camera Viewpoints
1000,fail,Camera Viewpoints
978,fail,Camera Viewpoints
1071,success,Camera Viewpoints
985,success,Camera Viewpoints
1004,success,Camera Viewpoints
989,success,Camera Viewpoints
986,success,Camera Viewpoints
1083,success,Camera Viewpoints
993,success,Camera Viewpoints
1008,fail,Camera Viewpoints
990,success,Camera Viewpoints
1087,success,Camera Viewpoints
1012,success,Camera Viewpoints
994,success,Camera Viewpoints
997,fail,Camera Viewpoints
1091,success,Camera Viewpoints
1001,success,Camera Viewpoints
998,fail,Camera Viewpoints
1005,success,Camera Viewpoints
1020,success,Camera Viewpoints
1095,success,Camera Viewpoints
1002,success,Camera Viewpoints
1024,success,Camera Viewpoints
1009,fail,Camera Viewpoints
1006,success,Camera Viewpoints
1028,success,Camera Viewpoints
1099,fail,Language Instructions
1032,success,Camera Viewpoints
1010,success,Camera Viewpoints
1036,success,Camera Viewpoints
1103,success,Language Instructions
1013,success,Camera Viewpoints
1014,success,Camera Viewpoints
1040,success,Camera Viewpoints
1017,success,Camera Viewpoints
1044,success,Camera Viewpoints
1021,success,Camera Viewpoints
1107,fail,Language Instructions
1018,fail,Camera Viewpoints
1025,success,Camera Viewpoints
1048,success,Camera Viewpoints
1029,success,Camera Viewpoints
1111,success,Language Instructions
1052,success,Camera Viewpoints
1022,success,Camera Viewpoints
1033,success,Camera Viewpoints
1026,success,Camera Viewpoints
1037,success,Camera Viewpoints
1115,fail,Language Instructions
1056,fail,Camera Viewpoints
1030,success,Camera Viewpoints
1041,success,Camera Viewpoints
1034,success,Camera Viewpoints
1060,success,Camera Viewpoints
1045,success,Camera Viewpoints
1119,fail,Language Instructions
1038,success,Camera Viewpoints
1049,success,Camera Viewpoints
1064,fail,Camera Viewpoints
1053,success,Camera Viewpoints
1042,fail,Camera Viewpoints
1123,fail,Language Instructions
1046,success,Camera Viewpoints
1068,fail,Camera Viewpoints
1050,success,Camera Viewpoints
1057,fail,Camera Viewpoints
1127,fail,Language Instructions
1054,success,Camera Viewpoints
1072,success,Camera Viewpoints
1131,fail,Language Instructions
1065,fail,Camera Viewpoints
1058,success,Camera Viewpoints
1084,success,Camera Viewpoints
1135,success,Language Instructions
1069,success,Camera Viewpoints
1062,fail,Camera Viewpoints
1088,success,Camera Viewpoints
1073,success,Camera Viewpoints
1066,success,Camera Viewpoints
1139,fail,Language Instructions
1092,success,Camera Viewpoints
1077,success,Camera Viewpoints
1074,success,Camera Viewpoints
1143,fail,Language Instructions
1096,success,Camera Viewpoints
1081,success,Camera Viewpoints
1078,success,Camera Viewpoints
1147,success,Language Instructions
1100,success,Language Instructions
1151,success,Language Instructions
1085,success,Camera Viewpoints
1104,success,Language Instructions
1155,success,Language Instructions
1082,fail,Camera Viewpoints
1159,success,Language Instructions
1086,success,Camera Viewpoints
1108,fail,Language Instructions
1093,fail,Camera Viewpoints
1163,success,Language Instructions
1090,success,Camera Viewpoints
1167,success,Language Instructions
1097,success,Camera Viewpoints
1112,fail,Language Instructions
1094,success,Camera Viewpoints
1171,fail,Language Instructions
1101,fail,Language Instructions
1120,success,Language Instructions
1102,success,Language Instructions
1175,success,Language Instructions
1124,success,Language Instructions
1179,success,Language Instructions
1110,success,Language Instructions
1105,fail,Language Instructions
1183,success,Language Instructions
1128,fail,Language Instructions
1187,success,Language Instructions
1114,fail,Language Instructions
1113,success,Language Instructions
1132,success,Language Instructions
1191,success,Language Instructions
1118,success,Language Instructions
1195,success,Language Instructions
1144,success,Language Instructions
1117,fail,Language Instructions
1122,fail,Language Instructions
1148,success,Language Instructions
1199,fail,Language Instructions
1152,success,Language Instructions
1121,fail,Language Instructions
1126,fail,Language Instructions
1156,success,Language Instructions
1203,success,Language Instructions
1160,success,Language Instructions
1125,fail,Language Instructions
1164,success,Language Instructions
1134,fail,Language Instructions
1207,fail,Language Instructions
1168,success,Language Instructions
1129,fail,Language Instructions
1211,success,Language Instructions
1138,fail,Language Instructions
1172,fail,Language Instructions
1133,fail,Language Instructions
1176,success,Language Instructions
1215,fail,Language Instructions
1146,success,Language Instructions
1180,success,Language Instructions
1150,success,Language Instructions
1137,fail,Language Instructions
1219,success,Language Instructions
1184,success,Language Instructions
1154,success,Language Instructions
1141,fail,Language Instructions
1188,success,Language Instructions
1223,success,Language Instructions
1158,success,Language Instructions
1145,success,Language Instructions
1192,success,Language Instructions
1162,success,Language Instructions
1227,success,Language Instructions
1149,success,Language Instructions
1196,success,Language Instructions
